ProjectTypeName,MoveInDate
PH - Rapid Re-Housing,4/6/2020
PH - Rapid Re-Housing,6/5/2020
PH - Rapid Re-Housing,3/23/2020
PH - Rapid Re-Housing,9/9/2020
PH - Rapid Re-Housing,9/25/2020
PH - Rapid Re-Housing,6/5/2020
PH - Rapid Re-Housing,3/3/2020
PH - Permanent Supportive Housing,6/17/2020
PH - Rapid Re-Housing,3/25/2020
PH - Rapid Re-Housing,4/18/2020
PH - Rapid Re-Housing,3/25/2020
PH - Rapid Re-Housing,5/11/2020
PH - Rapid Re-Housing,5/30/2020
PH - Permanent Supportive Housing,9/10/2021
PH - Rapid Re-Housing,4/18/2020
PH - Rapid Re-Housing,7/23/2020
PH - Rapid Re-Housing,5/2/2020
PH - Rapid Re-Housing,3/31/2020
PH - Rapid Re-Housing,6/23/2020
PH - Rapid Re-Housing,4/10/2020
PH - Rapid Re-Housing,6/30/2020
PH - Rapid Re-Housing,4/18/2020
PH - Rapid Re-Housing,5/9/2020
PH - Rapid Re-Housing,7/17/2020
PH - Rapid Re-Housing,4/6/2020
PH - Rapid Re-Housing,10/22/2020
PH - Rapid Re-Housing,12/15/2020
PH - Rapid Re-Housing,3/25/2020
PH - Rapid Re-Housing,3/20/2020
PH - Rapid Re-Housing,5/5/2020
PH - Rapid Re-Housing,4/6/2020
PH - Rapid Re-Housing,4/6/2020
PH - Rapid Re-Housing,4/23/2020
PH - Rapid Re-Housing,5/16/2020
PH - Rapid Re-Housing,3/12/2020
PH - Rapid Re-Housing,5/19/2020
PH - Rapid Re-Housing,5/7/2020
PH - Permanent Supportive Housing,12/14/2021
PH - Rapid Re-Housing,7/24/2020
PH - Rapid Re-Housing,6/2/2021
PH - Permanent Supportive Housing,6/2/2021
PH - Permanent Supportive Housing,5/14/2020
PH - Rapid Re-Housing,8/14/2020
PH - Rapid Re-Housing,6/18/2020
PH - Rapid Re-Housing,10/13/2020
PH - Rapid Re-Housing,5/11/2021
PH - Rapid Re-Housing,5/23/2020
PH - Rapid Re-Housing,8/15/2020
PH - Permanent Supportive Housing,7/21/2020
PH - Rapid Re-Housing,11/4/2021
PH - Rapid Re-Housing,5/9/2020
PH - Rapid Re-Housing,5/7/2020
PH - Rapid Re-Housing,5/7/2020
PH - Rapid Re-Housing,6/1/2020
PH - Rapid Re-Housing,7/23/2020
PH - Rapid Re-Housing,5/2/2020
PH - Rapid Re-Housing,8/14/2020
PH - Rapid Re-Housing,7/10/2020
PH - Rapid Re-Housing,9/16/2020
PH - Rapid Re-Housing,9/9/2020
PH - Rapid Re-Housing,12/20/2021
Transitional Housing,6/18/2020
PH - Rapid Re-Housing,9/3/2020
PH - Rapid Re-Housing,10/10/2020
PH - Rapid Re-Housing,5/23/2020
PH - Permanent Supportive Housing,6/19/2020
PH - Rapid Re-Housing,6/19/2020
PH - Rapid Re-Housing,4/13/2021
PH - Permanent Supportive Housing,4/13/2021
PH - Rapid Re-Housing,6/9/2020
PH - Rapid Re-Housing,5/23/2020
PH - Rapid Re-Housing,7/10/2020
PH - Rapid Re-Housing,10/9/2020
PH - Rapid Re-Housing,6/13/2020
PH - Rapid Re-Housing,1/4/2019
PH - Rapid Re-Housing,6/18/2020
PH - Rapid Re-Housing,9/15/2020
PH - Rapid Re-Housing,9/3/2020
PH - Rapid Re-Housing,3/20/2020
PH - Rapid Re-Housing,1/4/2021
PH - Rapid Re-Housing,11/24/2020
PH - Rapid Re-Housing,8/7/2020
PH - Rapid Re-Housing,7/2/2020
PH - Rapid Re-Housing,7/6/2020
PH - Rapid Re-Housing,12/31/2020
PH - Permanent Supportive Housing,12/31/2020
PH - Rapid Re-Housing,8/31/2020
PH - Permanent Supportive Housing,8/31/2020
PH - Rapid Re-Housing,6/18/2020
PH - Rapid Re-Housing,6/27/2020
PH - Rapid Re-Housing,11/14/2020
PH - Rapid Re-Housing,3/23/2021
PH - Permanent Supportive Housing,3/23/2021
PH - Rapid Re-Housing,6/18/2020
PH - Rapid Re-Housing,9/10/2020
PH - Rapid Re-Housing,8/13/2020
PH - Rapid Re-Housing,9/23/2020
PH - Rapid Re-Housing,6/27/2020
PH - Rapid Re-Housing,11/29/2020
PH - Rapid Re-Housing,4/22/2021
PH - Rapid Re-Housing,8/19/2020
PH - Rapid Re-Housing,12/2/2020
